path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing,treatment_target_strictly_increasing,prop_scores_target_strictly_increasing
fertilizer;british english;british empire;australia;kangaroo;wallaby,fertilizer,wallaby,5,4,1,2,0,1,1,2,2,"[0.01607710969597424, 0.2508403297811769, 0.1775791933070099, 0.10016390456246896, 0.10084205566630683]","[0.0041459943900618345, 0.0075591601314153505, 0.01285831204503067, 0.035617559306033664, 0.10084205566630683, 1.0000000000000004]","[True, False, False, True]","[True, True, True, True, True]",False,True,5.0,-205.6,275.7594966633062,-690.0,-161.0,-100.0,-55.0,-22.0,4.0,8.25,463.67688102815737,-529.0,-211.75,-14.0,206.0,590.0,0,0,0,0,0.07586733785816417,0,0.05692196940533292,0,0.06088478205915192,0,0.03458966592240833,1,0.4680666110519151
string theory;switzerland;europe;atlantic ocean;pacific ocean;easter island,string theory,easter island,5,4,1,0,0,4,1,1,5,"[0.011656508456828503, 0.16532201447356004, 0.1785057150001124, 0.32412957255129043, 0.11224792005674208]","[0.01287882589810236, 0.027298309957248988, 0.04952102931940496, 0.042667595182248, 0.11224792005674208, 1.0000000000000022]","[True, True, True, False]","[True, True, False, True, True]",False,False,5.0,-412.2,334.33994676077816,-976.0,-407.0,-308.0,-272.0,-98.0,4.0,43.5,537.1868079789997,-704.0,-101.75,154.5,299.75,569.0,0,0,0,0,0.07753573037536694,0,0.09735992439972721,0,0.0748623156837441,0,0.054482313414045525,0,0.42969146634330135
maya civilization;orion nebula;planet;extrasolar planet;upsilon andromedae;upsilon andromedae d,maya civilization,upsilon andromedae d,5,4,1,1,3,1,0,1,3,"[0.05413270536874792, 0.09301427720521983, 0.5741687427846159, 0.28780190469617906, 0.909616572793572]","[0.0065991809273160135, 0.025988211845506416, 0.2193739002590209, 0.2971614093478055, 0.909616572793572, 1.000000000000002]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-53.8,33.79644951766384,-96.0,-82.0,-45.0,-26.0,-20.0,4.0,6.25,44.017988747026294,-51.0,-8.25,10.0,24.5,56.0,0,0,0,0,0.08156878294510529,0,0.06688530045041513,0,0.054114889345111016,0,0.05341026291747342,1,0.46194056634999076
belarus;industry;computer;gnu;tex,belarus,tex,4,4,1,2,0,3,0,0,3,"[0.0352385005414379, 0.048270034894639005, 0.11069509414567076, 0.10244193203114478]","[0.00740147819955533, 0.012931957827466384, 0.06812655681915071, 0.10244193203114478, 1.0000000000000002]","[True, True, False]","[True, True, True, True]",False,True,4.0,-79.25,59.26423879541523,-151.0,-115.0,-73.0,-37.25,-20.0,3.0,43.666666666666664,18.876793513023692,23.0,35.5,48.0,54.0,60.0,0,0,0,0,0.10140431420466879,0,0.08758925970727162,0,0.0687217096250119,0,0.14799843707418314,1,0.6783990259238111
redshift;physics;universe;galaxy;star,redshift,ragtime,4,4,0,3,0,0,1,1,4,"[0.11785418121932821, 0.1855226255565128, 0.3719109433867444, 0.3095404574738322]","[0.10519221246159263, 0.08038550397121555, 0.11572820235270086, 0.3095404574738322, 0.9999999999999997]","[True, True, False]","[False, True, True, True]",False,False,4.0,-125.75,53.93437370236783,-167.0,-165.5,-142.0,-102.25,-52.0,3.0,15.333333333333334,92.22978549976864,-67.0,-34.5,-2.0,56.5,115.0,1,0,0,1,0.10348296423745004,0,0.07975699259921847,0,0.0763998166404157,0,0.14991371789477734,0,0.6775846619784116
chocolate;coffee;yemen;middle east;mesopotamia;akkadian empire,chocolate,akkadian empire,5,4,1,1,2,1,0,2,4,"[0.05462007018558983, 0.0348715027848811, 0.3452695963054394, 0.09777076853916078, 0.3623844612455274]","[0.003526725376937551, 0.005293116546189349, 0.0244319279054191, 0.026270040005532735, 0.3623844612455274, 0.9999999999999993]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-152.6,116.68461766659732,-347.0,-175.0,-94.0,-84.0,-63.0,4.0,5.25,188.0839794701647,-253.0,-70.75,51.0,127.0,172.0,0,0,0,0,0.07923857252889652,0,0.08209493410923965,0,0.058278776951389236,0,0.057652350435726904,1,0.4122405714012212
saturn;james clerk maxwell;michael faraday;england;manchester;manchester united f.c.;david beckham,saturn,david beckham,6,4,1,2,1,0,4,0,4,"[0.05304014950947227, 0.09509690669537212, 0.05019694366581356, 0.14239990985351192, 0.35086494818459807, 0.27978345027066115]","[0.006506541911864857, 0.0074080460520875935, 0.011192261993729254, 0.15202016843537894, 0.10310933282223303, 0.27978345027066115, 1.0000000000000018]","[True, False, True, True, False]","[True, True, True, False, True, True]",False,False,6.0,-208.83333333333337,284.27902959357846,-765.0,-214.5,-87.0,-45.75,-25.0,5.0,7.6,452.3718603096351,-725.0,23.0,86.0,138.0,516.0,0,1,0,0,0.05851696145267092,1,0.05589470625470337,0,0.03455953310168027,0,0.01015976873271102,0,0.25405052590075683
citrus;lemon;juice;vegetable;nutrition;industrial revolution,citrus,refrigerator car,5,4,0,1,1,0,2,2,2,"[0.35384279337560504, 0.2746188346846918, 0.06651494792577929, 0.16796278483718924, 0.06293411409395941]","[0.011600663966804991, 0.019979303557303086, 0.013322764804376422, 0.027413558754530006, 0.06293411409395941, 1.000000000000003]","[False, False, True, False]","[True, False, True, True, True]",False,False,5.0,-61.8,41.85928809714756,-136.0,-52.0,-44.0,-40.0,-37.0,4.0,-23.0,50.05996404313531,-96.0,-35.25,-4.0,8.25,12.0,0,0,0,0,0.08325599744666885,0,0.0753390034800574,0,0.05652237584950838,0,0.057670557380282636,0,0.43588806255376056
john mcenroe;australian open;sydney;australia;kangaroo;wallaby,john mcenroe,wallaby,5,4,1,0,3,0,0,3,4,"[0.2004166901800835, 0.07312549035118464, 0.17151479441140907, 0.10016390456246896, 0.10084205566630683]","[0.0023103764014321907, 0.009591324736294114, 0.01718350762916098, 0.035617559306033664, 0.10084205566630683, 1.0000000000000004]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-169.2,241.5226697434425,-598.0,-100.0,-78.0,-48.0,-22.0,4.0,6.5,418.4172558583119,-520.0,-152.5,24.0,183.0,498.0,0,0,1,0,0.07712307975357646,0,0.062062666173690974,1,0.05697347627415944,0,0.03784912351504442,1,0.48241556515120604
j. j. thomson;university of cambridge;english language;united states;president of the united states;martin van buren,j. j. thomson,martin van buren,5,4,1,2,1,2,1,0,5,"[0.1469189863385742, 0.029088189016004087, 0.1636756083880345, 0.3235514638662403, 0.1891894542498425]","[0.010821963941017329, 0.019582834108847036, 0.023579097936877947, 0.08978156909233521, 0.1891894542498425, 1.0000000000000027]","[False, True, True, False]","[True, True, True, True, True]",False,True,5.0,-583.2,653.6935061632478,-1667.0,-642.0,-455.0,-87.0,-65.0,4.0,5.5,996.5896848753754,-1025.0,-672.5,-82.5,595.5,1212.0,0,0,0,0,0.05361132052332594,0,0.023735347060996885,0,0.06416688338437919,0,0.016023182412977247,1,0.4358311476256504
otter;mammal;jurassic;dinosaur;herbivore;plant;flower,otter,lavender,6,4,0,1,1,2,1,2,2,"[0.04012570760459309, 0.11313849550888105, 0.17290682601130922, 0.03899618969988421, 0.32009267872517505, 0.23526567369167253]","[0.018707826626250285, 0.02605723047539755, 0.022461320837878534, 0.03323680947644123, 0.12018587305517899, 0.23526567369167253, 0.9999999999999994]","[True, True, False, True, False]","[True, False, True, True, True, True]",False,False,6.0,-154.5,46.289307620659,-212.0,-188.25,-151.5,-131.25,-87.0,5.0,11.2,73.33621206470922,-52.0,-39.0,-21.0,43.0,125.0,0,0,0,0,0.06356303652002765,0,0.05655041836418367,0,0.056473272352611514,0,0.02065617353910453,0,0.21193933171297474
battle of alesia;france;sub-saharan africa;central african republic;democratic republic of the congo;great rift valley;mount nyiragongo,battle of alesia,mount nyiragongo,6,4,1,4,1,1,0,1,3,"[0.08141020753525272, 0.0797012889223417, 0.14080801645525404, 0.2827392658424826, 0.0666909829671189, 0.13875883073089654]","[0.00879805165285933, 0.019488488819667558, 0.022075763843673643, 0.03125486443959755, 0.07669241566036646, 0.13875883073089654, 0.9999999999999997]","[False, True, True, False, True]","[True, True, True, True, True, True]",False,True,6.0,-254.33333333333337,352.6821042619921,-967.0,-161.0,-127.5,-115.75,-20.0,5.0,189.4,369.41480749964535,-58.0,7.0,11.0,151.0,836.0,1,0,0,1,0.05932836250186441,0,0.05499929814954144,0,0.08200252388527186,0,0.01122260446840229,1,0.23617910759483002
cologne;europe;earth;animal;bird;arctic tern;common tern,cologne,common tern,6,4,1,2,2,1,1,1,5,"[0.05459727770418903, 0.08556400889779398, 0.03444647362429517, 0.06409316059672879, 0.16180204855466843, 0.7576905560051094]","[0.004102789884976375, 0.03189781782873904, 0.017399280768447264, 0.014196883792896547, 0.07303183911468895, 0.7576905560051094, 0.9999999999999971]","[True, False, True, True, True]","[True, False, False, True, True, True]",False,False,6.0,-396.0,363.4627903926343,-988.0,-562.5,-345.0,-110.25,-31.0,5.0,191.4,285.89473587318815,-182.0,28.0,205.0,344.0,562.0,0,0,0,0,0.04731620991281827,0,0.04538938478867056,0,0.04950362193158648,0,0.011994135836130886,0,0.23531216704898159
anglican church of australia;adelaide;melbourne;industry;technology;computer science,anglican church of australia,the godfather,5,4,0,2,0,1,1,2,3,"[0.07554954692689154, 0.11579540323697994, 0.030222166304300087, 0.15147192849812055, 0.11328554619209491]","[0.004306404678597153, 0.006763633988651677, 0.008028020094632299, 0.04183143450337112, 0.11328554619209491, 1.0000000000000013]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-85.8,52.56614880319844,-167.0,-86.0,-80.0,-76.0,-20.0,4.0,-14.0,75.37904218017101,-87.0,-66.75,-25.0,27.75,81.0,0,0,0,0,0.08555412084426998,0,0.06854914512765364,0,0.06371849930783971,0,0.05794111223782118,1,0.4637432519303213
david beckham;australia;great barrier reef;humpback whale;orca;shark;great white shark,david beckham,great white shark,6,4,1,2,0,2,3,0,1,"[0.029967467788469357, 0.08667885608891594, 0.05412649105758864, 0.17694287700582398, 0.06261093080749987, 0.7190949739482276]","[0.011550887801251821, 0.05001348507305345, 0.06522326447579248, 0.044067392117465645, 0.08307077891363884, 0.7190949739482276, 1.0000000000000018]","[True, False, True, False, True]","[True, True, False, True, True, True]",False,False,6.0,-142.33333333333334,217.11625150289112,-582.0,-90.25,-59.0,-40.5,-19.0,5.0,108.0,216.51674300155173,-36.0,-21.0,34.0,76.0,487.0,0,0,0,0,0.059378732608201375,0,0.05861032093114938,0,0.06174122631840518,0,0.01371259716546403,0,0.23585481185210935
cattle;bronze age;copper;periodic table;ununtrium,cattle,ununtrium,4,4,1,2,1,1,0,1,3,"[0.026705870690118667, 0.23211397504484144, 0.054452818996942445, 0.24771138836714676]","[0.004036879858518864, 0.007646828305000706, 0.028999275771624932, 0.24771138836714676, 1.0000000000000002]","[True, False, True]","[True, True, True, True]",False,True,4.0,-151.0,39.42926155365665,-189.0,-178.5,-157.0,-129.5,-101.0,3.0,-12.666666666666666,66.16141876753652,-88.0,-37.0,14.0,25.0,36.0,0,0,0,0,0.10229048392712678,0,0.10106966535367683,0,0.07910709294218021,0,0.166297152681843,1,0.6141286633573639
solar system;johannes kepler;islam;united states;baseball;babe ruth,solar system,babe ruth,5,4,1,2,1,0,1,2,5,"[0.1349030655024781, 0.024037757836379885, 0.07518665348445167, 0.08267822831567623, 0.16405210271871448]","[0.00802282670227088, 0.00697044062099095, 0.012554268771933634, 0.03595959282161238, 0.16405210271871448, 0.9999999999999996]","[False, True, True, True]","[False, True, True, True, True]",False,False,5.0,-488.0,659.2093749333363,-1639.0,-357.0,-327.0,-85.0,-32.0,4.0,13.25,1084.489857029562,-1312.0,-509.5,41.5,564.25,1282.0,0,0,0,0,0.05929878806481171,0,0.03304623648620626,0,0.0578560967246965,0,0.016348914133286613,0,0.5230962294021975
the absent-minded beggar;rudyard kipling;henry james;united kingdom;scotland;scottish episcopal church,the absent-minded beggar,scottish episcopal church,5,4,1,2,0,1,2,1,3,"[0.23865946433371849, 0.0873466019720779, 0.06918089484230615, 0.49389208200427753, 0.38351113975780343]","[0.009724475612745405, 0.020983496174531668, 0.038062683081666646, 0.2150997698388166, 0.38351113975780343, 1.0000000000000018]","[False, False, True, False]","[True, True, True, True, True]",False,True,5.0,-343.2,420.0073808875268,-1011.0,-504.0,-121.0,-57.0,-23.0,4.0,-24.5,661.465292614309,-954.0,-264.0,174.5,414.0,507.0,0,0,0,0,0.07179660235705902,0,0.09866430950710083,0,0.040375093413557085,0,0.046846271677714046,1,0.42621388830010826
weed;greenhouse effect;planet;sun;egypt;christianity;jesus,weed,jesus,6,4,1,2,2,2,1,0,5,"[0.03842763721786693, 0.0775969921955681, 0.25149309376383494, 0.02590397668196632, 0.08735880445141445, 0.4779450275366776]","[0.004586754146604654, 0.006314364478574914, 0.015053315818469758, 0.014432318374867055, 0.03889252595034617, 0.4779450275366776, 0.9999999999999987]","[True, True, False, True, True]","[True, True, False, True, True, True]",False,False,6.0,-223.83333333333337,168.6646574320378,-434.0,-364.75,-194.5,-105.25,-23.0,5.0,-28.0,176.73850740571507,-208.0,-140.0,-63.0,23.0,248.0,0,0,0,0,0.0625994677346796,0,0.048494606128026,0,0.052122909896626386,0,0.015083125847554281,0,0.23662646766455772
action potential;animal;human;philosophy;thomas hobbes;calvin and hobbes,action potential,calvin and hobbes,5,4,1,1,4,0,1,0,2,"[0.028643959853625365, 0.07953121692482294, 0.18568901427086568, 0.16589268856506625, 0.4026690842658324]","[0.006521485664555635, 0.007804584993288822, 0.028795902918102804, 0.05073884720390737, 0.4026690842658324, 1.0]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-233.2,184.9532373331162,-502.0,-325.0,-192.0,-115.0,-32.0,4.0,117.5,191.09596193186988,-133.0,29.0,146.5,235.0,310.0,0,0,0,0,0.0740127177352257,0,0.07182630352414188,0,0.061321206512215995,0,0.053989094806520935,1,0.46346988040688863
basilica of santa maria degli angeli;baroque;martin luther;19th century;united states;basketball;michael jordan,basilica of santa maria degli angeli,michael jordan,6,4,1,1,3,0,1,2,3,"[0.09757625842492085, 0.029382438865685413, 0.0336924862216686, 0.2156585701134629, 0.0790193760789134, 0.25558188514255376]","[0.016444330825109474, 0.006763559006516284, 0.010875139893434032, 0.017827822243528958, 0.0441913458731828, 0.25558188514255376, 0.999999999999995]","[False, True, True, False, True]","[False, True, True, True, True, True]",False,False,6.0,-428.5,646.9636002125623,-1716.0,-363.0,-191.5,-62.0,-33.0,5.0,4.8,992.7465436857486,-1410.0,-229.0,-20.0,349.0,1334.0,0,0,0,0,0.04914883840039527,0,0.033341334260382494,0,0.03852870188696621,0,0.003537341965151893,0,0.2196168385614096
edwin of northumbria;ireland;united kingdom;atlantic ocean;tropical cyclone;hurricane katrina;meteorological history of hurricane katrina,edwin of northumbria,meteorological history of hurricane katrina,6,4,1,3,1,1,2,0,4,"[0.03446671783984625, 0.38426752940300796, 0.15092604101612114, 0.18221142015538325, 0.3121796811468337, 0.7733137372096378]","[0.004542678351280638, 0.020444792351081695, 0.02862462806182482, 0.07151106752424814, 0.41705767095998136, 0.7733137372096378, 0.9999999999999989]","[True, False, True, True, True]","[True, True, True, True, True, True]",False,True,6.0,-366.1666666666667,355.4559982145,-1041.0,-394.75,-277.0,-154.0,-55.0,5.0,55.2,482.4362134002795,-710.0,76.0,92.0,193.0,625.0,0,0,0,0,0.05575705491088304,0,0.04844527337954407,0,0.04131090068417599,0,0.009307117120107917,1,0.2450199624594437
gas turbine-electric locomotive;north america;caribbean sea;haiti;africa;atlantic slave trade;african slave trade,gas turbine-electric locomotive,african slave trade,6,4,1,2,0,1,2,2,4,"[0.021256918979384934, 0.24625661610432692, 0.07407138997978352, 0.08732223010214958, 0.3571148831150812, 0.8001367430042642]","[0.013132328349191499, 0.07763171971587912, 0.049936123372097525, 0.10096372562367414, 0.36632283218041717, 0.8001367430042642, 1.0000000000000018]","[True, False, True, True, True]","[True, False, True, True, True, True]",False,False,6.0,-240.0,178.76464974932824,-500.0,-367.5,-179.5,-110.75,-63.0,5.0,70.4,280.4546309120247,-397.0,31.0,162.0,275.0,281.0,0,0,0,0,0.057124040614513406,0,0.05843296789654106,0,0.03842184648540399,0,0.01853446593114206,0,0.24484932185390382
day;astronomy;solar system;soviet union;sputnik 1;sputnik program,day,sputnik program,5,4,1,1,1,1,2,1,5,"[0.1366265589289162, 0.33741283695703383, 0.022524228904772455, 0.0807412661633211, 0.7449971240834595]","[0.013318674185039143, 0.018302439660122842, 0.020899228256999188, 0.039419922823706655, 0.7449971240834595, 0.9999999999999996]","[True, False, True, True]","[True, True, True, True, True]",False,True,5.0,-154.8,147.06869143362908,-398.0,-172.0,-112.0,-74.0,-18.0,4.0,23.5,231.3575875853942,-226.0,-101.5,-2.0,123.0,324.0,0,0,0,0,0.07958478601785111,0,0.06053910835254928,0,0.06255282977384714,0,0.045564226157876156,1,0.4708519970848735
map projection;earth;human;fiction;film;charlie chaplin,map projection,charlie chaplin,5,4,1,0,0,2,3,1,2,"[0.16628751618567686, 0.10858061701453792, 0.07589885938263616, 0.04527993406497532, 0.15628233612141657]","[0.002712307156558872, 0.01146485698783387, 0.02322177741547539, 0.012356436624771256, 0.15628233612141657, 0.9999999999999984]","[False, False, False, True]","[True, True, False, True, True]",False,False,5.0,-180.2,103.83978043120084,-281.0,-273.0,-166.0,-154.0,-27.0,4.0,61.5,69.36137253543934,-8.0,7.0,63.5,118.0,127.0,0,1,0,0,0.08458039690178312,1,0.08118703899194571,0,0.0716019246705956,0,0.07068210931162403,0,0.4608761214989061
john adams;france;italy;16th century,john adams,war of the league of cambrai,3,4,0,1,0,0,0,3,4,"[0.07169331633562531, 0.26378908324119754, 0.08163253940627897]","[0.023507302966677163, 0.08652120529642439, 0.08163253940627897, 1.0000000000000022]","[True, False]","[True, False, True]",False,False,3.0,-606.6666666666666,386.1739677054026,-979.0,-806.0,-633.0,-420.5,-208.0,2.0,385.5,55.86143571373726,346.0,365.75,385.5,405.25,425.0,0,0,1,0,0.10074262228611303,0,0.17505093981278505,1,0.16408648835783185,0,0.4555564643492149,0,0.7642995138863935
henry david thoreau;philosophy;geometry;mathematics,henry david thoreau,henry h. rogers,3,4,0,1,1,0,1,1,3,"[0.044650260784067884, 0.05077391305416286, 0.2810634442344968]","[0.017817553931922213, 0.10681466990250439, 0.2810634442344968, 1.0000000000000009]","[True, True]","[True, True, True]",True,True,3.0,-168.33333333333334,38.52704677669096,-210.0,-185.5,-161.0,-147.5,-134.0,2.0,24.5,72.8319984622144,-27.0,-1.25,24.5,50.25,76.0,0,0,0,0,0.12679394804347255,0,0.13323050477567078,0,0.10183358221506889,1,0.3802537493842802,1,0.7764227239822195
social anxiety;brain;emotion;mind,social anxiety,avocado,3,4,0,1,2,0,0,1,1,"[0.04283926243040786, 0.1823777622948659, 0.1645647769893166]","[0.05631497702280801, 0.40706145985771364, 0.1645647769893166, 1.0000000000000016]","[True, False]","[True, False, True]",False,False,3.0,-54.333333333333336,16.802777548171413,-69.0,-63.5,-58.0,-47.0,-36.0,2.0,11.0,31.11269837220809,-11.0,0.0,11.0,22.0,33.0,0,0,0,0,0.13174012466958568,0,0.10831482062774857,0,0.08537634102426161,0,0.34597562586607544,0,0.8361263298256342
